station_name,lat,lng,line_count,avg_rent_1k,avg_rent_1ldk,population_density,daily_passengers,morning_congestion,izakaya_count,restaurant_count,cafe_count,convenience_store_count,ramen_count,supermarket_count,hospital_count,bookstore_count,crime_index,safety_score,park_area_m2,noise_score,green_ratio_pct,office_count,coworking_count
西大家,35.931661,139.356282,1,8.1,14.4,13100.0,8600.0,76.0,11.0,56.0,1.0,6.0,4.0,2.0,6.0,0.0,140.0,84.0,16100.0,92.0,21.1,11.0,0.0
川角,35.93749,139.346849,1,7.6,12.5,13300.0,11000.0,80.0,6.0,42.0,2.0,6.0,3.0,1.0,6.0,0.0,140.0,82.0,17200.0,91.0,21.8,3.0,0.0
武州長瀬,35.941922,139.326014,1,7.9,13.1,12400.0,13000.0,77.0,9.0,51.0,1.0,5.0,3.0,2.0,5.0,0.0,160.0,80.0,10800.0,93.0,19.4,6.0,0.0
東毛呂,35.97527,139.29025,1,7.5,13.4,12700.0,6200.0,69.0,8.0,36.0,1.0,6.0,2.0,1.0,6.0,0.0,140.0,78.0,11200.0,92.0,19.5,8.0,0.0
武州唐沢,35.95195,139.309302,1,7.2,12.5,12600.0,5800.0,82.0,10.0,51.0,2.0,6.0,3.0,1.0,7.0,0.0,130.0,79.0,18000.0,88.0,23.9,12.0,0.0
越生,35.97896,139.29168,1,7.7,13.4,12000.0,12000.0,68.0,7.0,42.0,3.0,5.0,2.0,2.0,5.0,0.0,140.0,81.0,7600.0,87.0,19.3,9.0,0.0
吾野,35.908491,139.226734,1,6.8,11.9,11700.0,12000.0,88.0,6.0,35.0,3.0,5.0,3.0,2.0,6.0,0.0,120.0,84.0,5000.0,88.0,21.1,0.0,0.0
東吾野,35.892103,139.260522,1,7.0,11.7,12200.0,7200.0,80.0,11.0,51.0,3.0,6.0,4.0,2.0,5.0,0.0,140.0,77.0,5700.0,89.0,23.8,2.0,0.0
正丸,35.938315,139.182097,1,6.7,11.7,11300.0,8500.0,75.0,5.0,27.0,2.0,5.0,2.0,1.0,5.0,0.0,110.0,79.0,20200.0,93.0,24.0,1.0,0.0
芦ケ久保,35.95994,139.06266,1,6.1,10.3,10100.0,3400.0,79.0,4.0,23.0,1.0,5.0,1.0,1.0,6.0,0.0,110.0,86.0,1400.0,89.0,26.4,8.0,0.0
横瀬,35.985277,139.09779,1,6.3,10.9,10500.0,10000.0,65.0,6.0,23.0,2.0,5.0,1.0,1.0,6.0,0.0,100.0,85.0,9000.0,94.0,29.9,5.0,0.0
西武秩父,35.990212,139.083122,1,6.0,10.3,10100.0,12000.0,89.0,8.0,34.0,2.0,4.0,2.0,1.0,5.0,0.0,120.0,82.0,14400.0,89.0,26.5,2.0,0.0
中央前橋,36.39008,139.05723,1,3.6,6.0,7500.0,11000.0,90.0,6.0,28.0,3.0,4.0,2.0,1.0,5.0,0.0,90.0,87.0,12300.0,89.0,32.1,0.0,0.0
城東,36.38819,139.06642,1,4.2,7.5,7900.0,12000.0,51.0,3.0,16.0,3.0,5.0,1.0,2.0,4.0,0.0,70.0,90.0,4300.0,90.0,31.9,11.0,0.0
三俣,36.3863,139.07979,1,4.2,7.1,7800.0,5600.0,68.0,4.0,17.0,1.0,3.0,1.0,1.0,5.0,0.0,80.0,89.0,8100.0,89.0,32.3,3.0,0.0
片貝,36.38681,139.09228,1,4.1,6.8,8500.0,12000.0,87.0,3.0,18.0,3.0,5.0,1.0,1.0,4.0,0.0,100.0,83.0,17900.0,90.0,33.8,0.0,0.0
赤城,36.425775,139.27629,2,4.7,8.3,8900.0,17000.0,86.0,8.0,42.0,3.0,5.0,3.0,2.0,5.0,1.0,90.0,82.0,9000.0,87.0,32.0,6.0,0.0
新桐生,36.38038,139.31201,2,5.4,9.7,9400.0,34000.0,81.0,14.0,55.0,4.0,5.0,4.0,2.0,5.0,1.0,120.0,81.0,13200.0,91.0,30.9,14.0,0.0
西桐生,36.40663,139.3318,1,5.3,9.2,9600.0,9700.0,74.0,7.0,28.0,3.0,5.0,1.0,1.0,4.0,0.0,100.0,87.0,13300.0,91.0,32.2,2.0,0.0
桐生,36.40409,139.33477,2,5.0,8.0,9500.0,20000.0,86.0,8.0,43.0,5.0,5.0,1.0,3.0,5.0,1.0,130.0,85.0,19800.0,87.0,31.1,6.0,0.0
下新田,36.39585,139.33238,1,5.0,8.8,9600.0,7100.0,66.0,5.0,22.0,1.0,5.0,1.0,2.0,5.0,0.0,110.0,86.0,2200.0,92.0,31.5,8.0,0.0
相老,36.410467,139.304463,2,5.5,9.6,8900.0,28000.0,71.0,9.0,41.0,5.0,4.0,2.0,2.0,4.0,1.0,110.0,85.0,16200.0,92.0,33.6,9.0,0.0
運動公園,36.37148,139.37554,1,5.2,8.7,9900.0,10000.0,54.0,7.0,32.0,2.0,5.0,2.0,2.0,5.0,0.0,110.0,88.0,12300.0,89.0,31.8,2.0,0.0
大間々,36.434609,139.277432,1,4.5,8.1,9400.0,8200.0,73.0,4.0,20.0,3.0,4.0,0.0,2.0,5.0,0.0,80.0,84.0,5100.0,90.0,34.5,0.0,0.0
沢入,36.580754,139.396243,1,3.8,6.8,7900.0,12000.0,81.0,8.0,33.0,2.0,5.0,2.0,2.0,4.0,0.0,90.0,85.0,15900.0,92.0,33.8,2.0,0.0
原向,36.58843,139.41625,1,4.2,7.2,8300.0,9000.0,90.0,4.0,25.0,1.0,5.0,2.0,2.0,4.0,0.0,80.0,89.0,3200.0,92.0,32.7,10.0,0.0
通洞,36.637041,139.439974,1,3.5,5.7,8000.0,6500.0,81.0,6.0,25.0,1.0,3.0,1.0,2.0,5.0,0.0,110.0,89.0,15700.0,91.0,33.9,0.0,0.0
足尾,36.641727,139.447978,1,3.5,6.2,8200.0,5400.0,69.0,2.0,16.0,1.0,4.0,0.0,2.0,5.0,0.0,80.0,89.0,12200.0,93.0,32.5,6.0,0.0
間藤,36.653119,139.449877,1,3.7,6.1,8100.0,9100.0,72.0,3.0,18.0,1.0,5.0,1.0,1.0,4.0,0.0,100.0,86.0,12400.0,91.0,38.6,1.0,0.0
下館二高前,36.30762,139.97196,1,6.7,10.8,11000.0,9600.0,56.0,2.0,17.0,3.0,5.0,0.0,2.0,5.0,0.0,140.0,81.0,15900.0,90.0,26.6,5.0,0.0
折本,36.32845,139.95801,1,6.2,10.7,11100.0,12000.0,89.0,4.0,24.0,2.0,5.0,1.0,2.0,6.0,0.0,110.0,86.0,4600.0,91.0,27.1,11.0,0.0
ひぐち,36.358481,139.970447,1,5.8,9.7,11400.0,12000.0,67.0,6.0,31.0,3.0,5.0,2.0,2.0,5.0,0.0,110.0,85.0,10100.0,90.0,29.1,3.0,0.0
ものおい,36.37178,139.94112,1,6.4,10.4,10400.0,8600.0,78.0,4.0,25.0,1.0,4.0,1.0,1.0,5.0,0.0,130.0,82.0,18900.0,94.0,25.2,8.0,0.0
真岡,36.43819,140.01859,1,5.4,9.0,9900.0,13000.0,60.0,6.0,28.0,2.0,5.0,2.0,2.0,5.0,0.0,100.0,83.0,15700.0,92.0,30.7,12.0,0.0
北真岡,36.46031,140.02368,1,5.3,9.2,9600.0,7200.0,63.0,6.0,22.0,2.0,5.0,1.0,1.0,5.0,0.0,110.0,87.0,7100.0,88.0,30.6,6.0,0.0
西田井,36.453393,140.048719,1,5.3,9.4,9800.0,5000.0,65.0,5.0,25.0,3.0,4.0,1.0,2.0,4.0,0.0,90.0,84.0,10100.0,90.0,30.0,12.0,0.0
益子,36.476,140.10325,1,4.9,8.2,9400.0,12000.0,52.0,6.0,30.0,3.0,5.0,1.0,2.0,5.0,0.0,130.0,85.0,10100.0,88.0,30.6,3.0,0.0
七井,36.492204,140.094414,1,4.6,7.9,9300.0,7500.0,71.0,2.0,17.0,1.0,5.0,1.0,2.0,4.0,0.0,110.0,88.0,4600.0,93.0,30.7,9.0,0.0
多田羅,36.515895,140.089906,1,5.0,8.8,9400.0,5400.0,57.0,8.0,34.0,1.0,4.0,2.0,1.0,4.0,0.0,130.0,87.0,13500.0,91.0,32.4,6.0,0.0
市塙,36.538155,140.110359,1,4.2,7.4,9000.0,9500.0,59.0,8.0,34.0,2.0,4.0,1.0,2.0,5.0,0.0,100.0,89.0,9300.0,90.0,34.8,8.0,0.0
笹原田,36.533671,140.145415,1,4.4,7.2,9100.0,4300.0,88.0,5.0,23.0,3.0,4.0,1.0,2.0,4.0,0.0,90.0,89.0,19600.0,94.0,30.4,7.0,0.0
天矢場,36.529284,140.15595,1,4.4,7.8,9100.0,9000.0,59.0,6.0,28.0,2.0,4.0,1.0,1.0,4.0,0.0,90.0,84.0,13400.0,94.0,32.0,5.0,0.0
茂木,36.52946,140.18531,1,4.3,7.7,8700.0,10000.0,64.0,3.0,15.0,1.0,4.0,0.0,2.0,4.0,0.0,100.0,88.0,11800.0,91.0,34.5,6.0,0.0
林道,34.32839,134.06079,1,3.2,5.3,1100.0,1500.0,53.0,3.0,17.0,1.0,1.0,0.0,1.0,2.0,0.0,20.0,95.0,14600.0,88.0,60.7,0.0,0.0
西前田,34.3298,134.11708,1,3.2,5.4,900.0,2500.0,60.0,5.0,31.0,3.0,1.0,2.0,2.0,2.0,0.0,40.0,94.0,10300.0,93.0,56.9,0.0,0.0
農学部前,34.34169,134.14954,1,3.2,5.5,1000.0,0.0,79.0,4.0,28.0,2.0,2.0,1.0,2.0,1.0,0.0,30.0,90.0,19100.0,94.0,56.0,2.0,0.0
平木,34.34982,134.17251,1,3.2,5.5,1900.0,7100.0,65.0,5.0,22.0,1.0,2.0,1.0,1.0,2.0,0.0,40.0,91.0,18600.0,89.0,53.0,5.0,0.0
池戸,34.3239,134.18868,1,3.2,5.2,1800.0,3800.0,89.0,6.0,34.0,3.0,2.0,2.0,2.0,1.0,0.0,50.0,91.0,800.0,91.0,53.1,12.0,0.0
今橋,34.34746,134.0592,1,3.2,5.6,600.0,0.0,73.0,4.0,20.0,3.0,2.0,1.0,2.0,1.0,0.0,10.0,92.0,18000.0,94.0,60.1,10.0,0.0
松島二丁目,34.34313,134.07062,1,3.2,5.5,300.0,7600.0,52.0,5.0,21.0,3.0,2.0,1.0,2.0,2.0,0.0,10.0,91.0,10800.0,91.0,55.2,10.0,0.0
沖松島,34.34153,134.08244,1,3.2,5.2,400.0,0.0,68.0,7.0,32.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,90.0,12800.0,92.0,60.5,7.0,0.0
春日川,34.34163,134.09305,1,3.2,5.3,900.0,8200.0,71.0,4.0,23.0,1.0,2.0,1.0,2.0,2.0,0.0,10.0,96.0,19500.0,89.0,56.5,1.0,0.0
潟元,34.34801,134.11348,1,3.2,5.3,900.0,4900.0,76.0,7.0,26.0,1.0,2.0,1.0,2.0,1.0,0.0,40.0,92.0,7900.0,92.0,58.3,3.0,0.0
琴電屋島,34.341489,134.105832,1,3.2,5.5,500.0,0.0,69.0,4.0,23.0,3.0,2.0,1.0,1.0,2.0,0.0,10.0,94.0,4000.0,90.0,56.1,1.0,0.0
古高松南,34.341164,134.12124,1,3.2,5.2,1400.0,0.0,90.0,7.0,31.0,1.0,2.0,2.0,2.0,1.0,0.0,40.0,90.0,7300.0,91.0,57.8,0.0,0.0
八栗,34.344611,134.122552,1,3.2,5.6,1300.0,2800.0,70.0,3.0,26.0,2.0,2.0,2.0,1.0,2.0,0.0,40.0,97.0,14000.0,94.0,54.0,1.0,0.0
八栗新道,34.336659,134.147603,1,3.2,5.7,1500.0,6900.0,83.0,6.0,26.0,3.0,1.0,1.0,2.0,2.0,0.0,40.0,90.0,8600.0,93.0,52.6,3.0,0.0
房前,34.33248,134.158437,1,3.2,5.5,1300.0,0.0,55.0,5.0,31.0,2.0,1.0,2.0,1.0,2.0,0.0,30.0,93.0,10200.0,91.0,55.1,0.0,0.0
琴電志度,34.32282,134.17514,1,3.2,5.3,1600.0,6200.0,72.0,5.0,22.0,3.0,2.0,1.0,2.0,1.0,0.0,40.0,92.0,2600.0,93.0,57.6,0.0,0.0
荷稲,33.133115,133.116204,1,3.2,5.5,1300.0,0.0,90.0,3.0,25.0,1.0,2.0,1.0,1.0,1.0,0.0,30.0,98.0,6200.0,92.0,70.0,8.0,0.0
伊与喜,33.105175,133.098589,1,3.2,5.7,700.0,600.0,86.0,7.0,27.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,98.0,15100.0,90.0,70.0,8.0,0.0
土佐佐賀,33.080901,133.101498,1,3.2,5.8,1300.0,0.0,56.0,3.0,18.0,3.0,1.0,1.0,1.0,2.0,0.0,40.0,98.0,700.0,95.0,70.0,7.0,0.0
土佐上川口,33.042996,133.056095,1,3.2,5.2,500.0,0.0,85.0,5.0,21.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,98.0,2300.0,91.0,70.0,3.0,0.0
有岡,32.94373,132.8082,1,3.2,5.7,800.0,0.0,84.0,6.0,29.0,3.0,2.0,2.0,2.0,1.0,0.0,20.0,98.0,12900.0,91.0,70.0,3.0,0.0
東宿毛,32.94489,132.75233,1,3.2,5.7,500.0,3600.0,78.0,4.0,29.0,3.0,2.0,1.0,1.0,1.0,0.0,20.0,98.0,2800.0,90.0,70.0,1.0,0.0
宿毛,32.93635,132.72762,1,3.2,5.2,700.0,6600.0,64.0,6.0,25.0,2.0,2.0,1.0,2.0,2.0,0.0,20.0,98.0,16200.0,92.0,70.0,3.0,0.0
阿波橘,33.888605,134.651568,1,3.2,5.2,4300.0,4500.0,67.0,2.0,17.0,1.0,3.0,0.0,1.0,2.0,0.0,60.0,87.0,10500.0,89.0,49.8,11.0,0.0
桑野,33.874709,134.613182,1,3.2,5.5,3000.0,5100.0,67.0,8.0,34.0,2.0,3.0,2.0,1.0,2.0,0.0,60.0,92.0,12500.0,89.0,47.9,0.0,0.0
新野,33.846813,134.600155,2,3.2,5.2,3300.0,25000.0,64.0,12.0,47.0,4.0,3.0,3.0,2.0,3.0,1.0,70.0,94.0,5500.0,88.0,50.0,6.0,0.0
田井ノ浜,33.772771,134.583838,1,3.2,5.7,2500.0,0.0,75.0,3.0,15.0,1.0,2.0,1.0,1.0,3.0,0.0,40.0,90.0,19200.0,92.0,49.8,12.0,0.0
三縄,34.006991,133.787368,1,3.2,5.3,800.0,1100.0,76.0,3.0,20.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,98.0,18300.0,90.0,70.0,4.0,0.0
祖谷口,33.972503,133.780354,1,3.2,5.6,900.0,3800.0,53.0,3.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,30.0,98.0,9000.0,91.0,70.0,0.0,0.0
阿波川口,33.963724,133.754715,1,3.2,5.3,800.0,6400.0,79.0,6.0,31.0,1.0,1.0,2.0,1.0,2.0,0.0,40.0,98.0,2000.0,90.0,70.0,0.0,0.0
山瀬,34.060131,134.256292,1,3.2,5.1,1400.0,5500.0,68.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,10.0,91.0,7100.0,90.0,55.2,1.0,0.0
貞光,34.03948,134.058911,1,3.2,5.3,1000.0,0.0,59.0,5.0,32.0,2.0,1.0,1.0,1.0,2.0,0.0,20.0,98.0,12200.0,88.0,63.6,3.0,0.0
小島,34.050377,134.106827,1,3.2,5.7,700.0,0.0,65.0,6.0,28.0,2.0,1.0,1.0,1.0,2.0,0.0,20.0,98.0,1700.0,92.0,57.9,4.0,0.0
西麻植,34.00948,134.07064,1,3.2,5.7,300.0,900.0,65.0,4.0,23.0,1.0,2.0,1.0,1.0,1.0,0.0,10.0,95.0,4500.0,93.0,63.4,0.0,0.0
麻植塚,34.02956,134.09229,1,3.2,5.3,600.0,0.0,81.0,2.0,16.0,1.0,1.0,1.0,2.0,2.0,0.0,20.0,96.0,7700.0,90.0,59.5,0.0,0.0
鴨島,34.073705,134.35653,1,3.2,5.4,2800.0,500.0,85.0,3.0,23.0,1.0,1.0,2.0,2.0,2.0,0.0,40.0,95.0,17800.0,89.0,49.7,4.0,0.0
前谷地,38.512315,141.19387,2,3.2,5.7,400.0,24000.0,84.0,9.0,58.0,4.0,2.0,5.0,2.0,2.0,1.0,30.0,98.0,8300.0,89.0,70.0,6.0,0.0
陸前豊里,38.582576,141.244414,2,3.2,5.2,400.0,24000.0,80.0,10.0,45.0,3.0,2.0,3.0,3.0,2.0,1.0,40.0,98.0,11100.0,89.0,70.0,16.0,1.0
御岳堂,38.605694,141.264802,1,3.2,5.2,700.0,0.0,60.0,4.0,17.0,2.0,1.0,0.0,2.0,2.0,0.0,30.0,98.0,9900.0,94.0,70.0,0.0,0.0
柳津,38.611689,141.305904,1,3.2,5.3,700.0,0.0,85.0,4.0,23.0,3.0,2.0,1.0,1.0,1.0,0.0,20.0,98.0,10800.0,94.0,70.0,4.0,0.0
杜せきのした,38.14754,140.90053,1,3.2,5.3,400.0,2100.0,88.0,4.0,27.0,3.0,2.0,2.0,2.0,1.0,0.0,20.0,98.0,14200.0,93.0,70.0,2.0,0.0
美田園,38.159668,140.917464,1,3.2,5.4,800.0,2200.0,80.0,4.0,22.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,98.0,7400.0,93.0,70.0,0.0,0.0
仙台空港,38.13656,140.92067,1,3.2,5.2,1300.0,0.0,58.0,4.0,24.0,2.0,1.0,1.0,2.0,2.0,0.0,20.0,98.0,12500.0,90.0,70.0,8.0,0.0
真滝,38.90844,141.177926,1,3.2,5.1,300.0,0.0,78.0,5.0,25.0,2.0,2.0,2.0,2.0,1.0,0.0,20.0,98.0,7800.0,94.0,70.0,3.0,0.0
陸中門崎,38.917074,141.251257,1,3.2,5.2,1100.0,0.0,51.0,3.0,17.0,3.0,2.0,0.0,2.0,1.0,0.0,30.0,98.0,2700.0,93.0,70.0,0.0,0.0
柴宿,38.996801,141.272437,1,3.2,5.1,400.0,7000.0,83.0,5.0,22.0,2.0,2.0,1.0,2.0,1.0,0.0,20.0,98.0,10100.0,91.0,70.0,12.0,0.0
摺沢,38.995968,141.321428,1,3.2,5.4,900.0,3100.0,78.0,6.0,31.0,1.0,2.0,1.0,1.0,1.0,0.0,20.0,98.0,15300.0,93.0,70.0,11.0,0.0
千厩,38.924595,141.345767,1,3.2,5.7,700.0,2400.0,52.0,8.0,32.0,2.0,2.0,2.0,2.0,1.0,0.0,40.0,98.0,11800.0,91.0,70.0,7.0,0.0
小梨,38.932545,141.384421,1,3.2,5.3,900.0,2500.0,63.0,3.0,18.0,2.0,2.0,1.0,2.0,2.0,0.0,10.0,98.0,12600.0,91.0,70.0,10.0,0.0
矢越,38.935262,141.429451,1,3.2,5.7,600.0,700.0,85.0,5.0,23.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,98.0,3900.0,91.0,70.0,11.0,0.0
折壁,38.939509,141.452398,1,3.2,5.1,500.0,5700.0,82.0,4.0,32.0,3.0,2.0,2.0,1.0,2.0,0.0,20.0,98.0,6900.0,91.0,70.0,3.0,0.0
新月,38.915438,141.489317,1,3.2,5.6,800.0,3000.0,57.0,3.0,21.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,98.0,14100.0,91.0,70.0,12.0,0.0
気仙沼,38.90985,141.57311,1,3.2,5.2,1000.0,300.0,59.0,2.0,15.0,3.0,1.0,1.0,1.0,1.0,0.0,30.0,98.0,8000.0,92.0,70.0,1.0,0.0
上米内,39.743923,141.203835,1,3.2,5.6,600.0,1300.0,78.0,3.0,19.0,2.0,2.0,0.0,1.0,1.0,0.0,30.0,98.0,15900.0,90.0,70.0,2.0,0.0
大志田,39.79886,141.17082,1,3.2,5.4,1200.0,7400.0,88.0,6.0,30.0,1.0,1.0,1.0,1.0,2.0,0.0,40.0,98.0,4300.0,90.0,70.0,0.0,0.0
浅岸,39.84236,141.18412,1,3.2,5.2,400.0,1200.0,78.0,4.0,26.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,98.0,5400.0,88.0,70.0,5.0,0.0
区界,39.65176,141.351454,1,3.2,5.7,1100.0,2800.0,76.0,6.0,27.0,2.0,1.0,1.0,1.0,2.0,0.0,20.0,98.0,16800.0,89.0,70.0,1.0,0.0
松草,39.635725,141.437699,1,3.2,5.2,700.0,0.0,71.0,3.0,21.0,3.0,1.0,1.0,1.0,1.0,0.0,30.0,98.0,16000.0,92.0,70.0,0.0,0.0
平津戸,39.623521,141.511801,1,3.2,5.6,800.0,0.0,65.0,3.0,15.0,3.0,2.0,0.0,1.0,2.0,0.0,20.0,98.0,10800.0,93.0,70.0,4.0,0.0
箱石,39.617396,141.625553,1,3.2,5.2,600.0,0.0,90.0,6.0,30.0,1.0,1.0,2.0,2.0,2.0,0.0,20.0,98.0,14200.0,88.0,70.0,5.0,0.0
陸中川井,39.597222,141.681311,1,3.2,5.6,900.0,0.0,56.0,9.0,34.0,3.0,1.0,2.0,1.0,2.0,0.0,10.0,98.0,6000.0,92.0,70.0,7.0,0.0
腹帯,39.60452,141.767705,1,3.2,5.3,400.0,0.0,76.0,6.0,34.0,2.0,1.0,2.0,2.0,1.0,0.0,10.0,98.0,17400.0,94.0,70.0,10.0,0.0
茂市,39.62063,141.799003,1,3.2,5.2,1000.0,4100.0,77.0,3.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,98.0,10800.0,94.0,70.0,2.0,0.0
蟇目,39.62967,141.838804,1,3.2,5.7,1000.0,4300.0,88.0,3.0,20.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,98.0,19200.0,94.0,70.0,0.0,0.0
千徳,39.632314,141.912321,1,3.2,5.4,400.0,3800.0,78.0,5.0,28.0,2.0,2.0,2.0,2.0,1.0,0.0,20.0,98.0,1900.0,93.0,70.0,0.0,0.0
市振,36.980409,137.650214,2,3.2,5.5,700.0,31000.0,77.0,10.0,48.0,6.0,3.0,3.0,2.0,1.0,1.0,20.0,98.0,19500.0,85.0,70.0,10.0,0.0
親不知,37.006801,137.738211,1,3.2,5.2,500.0,0.0,73.0,4.0,18.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,98.0,8800.0,94.0,70.0,11.0,0.0
能生,37.096104,137.988538,1,3.2,5.6,400.0,4200.0,65.0,3.0,20.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,98.0,16900.0,92.0,70.0,12.0,0.0
筒石,37.127474,138.060708,1,3.2,5.7,900.0,7100.0,52.0,4.0,28.0,1.0,1.0,2.0,2.0,2.0,0.0,10.0,95.0,6700.0,89.0,70.0,7.0,0.0
名立,37.155687,138.092268,1,3.2,5.7,800.0,2500.0,82.0,6.0,29.0,2.0,1.0,2.0,1.0,2.0,0.0,40.0,98.0,11200.0,91.0,69.8,1.0,0.0
有間川,37.163568,138.137879,1,3.2,5.5,1100.0,0.0,61.0,5.0,32.0,2.0,1.0,2.0,2.0,1.0,0.0,10.0,95.0,4800.0,88.0,70.0,5.0,0.0
谷浜,37.13799,138.17628,1,3.2,5.7,900.0,0.0,89.0,3.0,21.0,1.0,2.0,1.0,2.0,2.0,0.0,20.0,95.0,1400.0,91.0,70.0,0.0,0.0
直江津,37.14241,138.23563,3,3.2,5.4,800.0,76000.0,83.0,17.0,76.0,8.0,4.0,4.0,3.0,1.0,2.0,50.0,94.0,11700.0,81.0,66.3,18.0,0.0
妙高高原,36.89309,138.22236,2,3.2,5.2,400.0,18000.0,60.0,11.0,45.0,4.0,1.0,2.0,3.0,1.0,1.0,10.0,98.0,17700.0,92.0,61.1,5.0,0.0
関山,36.93301,138.226434,1,3.2,5.7,1200.0,0.0,73.0,3.0,19.0,1.0,2.0,1.0,1.0,2.0,0.0,20.0,98.0,2300.0,90.0,63.7,0.0,0.0
二本木,36.989713,138.232661,1,3.2,5.3,700.0,3000.0,69.0,3.0,20.0,3.0,1.0,1.0,2.0,2.0,0.0,40.0,93.0,5300.0,90.0,66.5,5.0,0.0
新井,37.026815,138.255485,2,3.2,5.4,1100.0,19000.0,87.0,11.0,54.0,3.0,3.0,4.0,2.0,2.0,1.0,40.0,92.0,15600.0,88.0,64.8,17.0,0.0
北新井,37.053114,138.257656,1,3.2,5.5,500.0,0.0,59.0,3.0,22.0,3.0,1.0,1.0,1.0,1.0,0.0,10.0,94.0,16000.0,93.0,66.8,2.0,0.0
春日山,37.148059,138.234932,1,3.2,5.2,500.0,2300.0,59.0,9.0,33.0,1.0,2.0,2.0,2.0,2.0,0.0,10.0,98.0,2900.0,94.0,67.0,11.0,0.0
東富山,36.741292,137.249021,1,3.2,5.4,1300.0,2700.0,52.0,4.0,24.0,1.0,2.0,1.0,1.0,2.0,0.0,40.0,98.0,3000.0,93.0,66.1,1.0,0.0
水橋,36.74151,137.35721,1,3.2,5.3,1100.0,4800.0,70.0,8.0,32.0,1.0,2.0,1.0,1.0,1.0,0.0,30.0,98.0,2700.0,88.0,67.0,7.0,0.0
滑川,36.75778,137.33985,1,3.2,5.6,500.0,3800.0,55.0,4.0,24.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,95.0,15600.0,88.0,70.0,9.0,0.0
東滑川,36.77164,137.37002,1,3.2,5.3,600.0,1500.0,62.0,2.0,17.0,2.0,1.0,1.0,1.0,2.0,0.0,20.0,98.0,11300.0,94.0,69.0,4.0,0.0
魚津,36.81809,137.41498,1,3.2,5.3,1200.0,0.0,83.0,5.0,28.0,1.0,2.0,1.0,2.0,2.0,0.0,40.0,95.0,5300.0,94.0,70.0,10.0,0.0
黒部,36.87087,137.45577,1,3.2,5.3,800.0,0.0,73.0,3.0,15.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,98.0,9000.0,91.0,70.0,4.0,0.0
生地,36.88623,137.4925,1,3.2,5.5,400.0,6500.0,88.0,4.0,27.0,2.0,2.0,1.0,2.0,2.0,0.0,10.0,98.0,16700.0,91.0,70.0,3.0,0.0
西入善,36.90872,137.51853,1,3.2,5.2,1100.0,0.0,50.0,6.0,26.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,98.0,17700.0,91.0,70.0,10.0,0.0
入善,36.92968,137.52096,1,3.2,5.3,800.0,1200.0,54.0,6.0,29.0,2.0,2.0,1.0,2.0,1.0,0.0,40.0,98.0,17000.0,92.0,70.0,11.0,0.0
泊,36.9472,137.53887,1,3.2,5.4,700.0,5400.0,68.0,7.0,31.0,1.0,2.0,2.0,1.0,2.0,0.0,30.0,98.0,15700.0,91.0,70.0,0.0,0.0
越中宮崎,36.93441,137.57791,1,3.2,5.5,1000.0,700.0,68.0,6.0,30.0,2.0,2.0,2.0,1.0,2.0,0.0,10.0,98.0,1100.0,90.0,70.0,6.0,0.0
柳橋,36.803186,137.591671,1,3.2,5.6,1000.0,5100.0,73.0,6.0,29.0,2.0,2.0,1.0,2.0,1.0,0.0,10.0,97.0,10200.0,89.0,70.0,12.0,0.0
森石,36.791879,137.612984,1,3.2,5.8,600.0,4900.0,78.0,5.0,29.0,2.0,1.0,2.0,1.0,1.0,0.0,20.0,98.0,3600.0,94.0,70.0,0.0,0.0
猫又,36.749038,137.641489,1,3.2,5.6,600.0,0.0,85.0,4.0,26.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,98.0,17300.0,89.0,70.0,4.0,0.0
鐘釣,36.734323,137.651564,1,3.2,5.2,800.0,4800.0,59.0,5.0,34.0,1.0,2.0,2.0,1.0,1.0,0.0,10.0,98.0,13500.0,89.0,70.0,2.0,0.0
小屋平,36.710819,137.646912,1,3.2,5.1,500.0,900.0,81.0,4.0,26.0,3.0,1.0,2.0,1.0,2.0,0.0,10.0,98.0,8000.0,94.0,70.0,10.0,0.0
欅平,36.696875,137.658106,1,3.2,5.7,400.0,4100.0,67.0,3.0,18.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,97.0,13600.0,92.0,69.7,1.0,0.0
稲野,34.76272,135.39809,1,10.8,17.6,16600.0,10000.0,56.0,18.0,95.0,2.0,7.0,8.0,1.0,8.0,0.0,220.0,75.0,15400.0,86.0,9.3,72.0,2.0
